dataset_id	dataset_doi	dataset_type	dataset_name	citation_curie	citation_relationship	citation_type	citation_comment	citation_citation	citation_source
269	10.26275/y4k2-mkam	Dataset	Effect of chronic gastric electrical stimulation on the feeding behavior of female rats consuming a 45% high-fat diet	doi:10.17504/protocols.io.b2qgqdtw	IsDocumentedBy	Protocol		"Protocol for chronic implantation of patch electrodes on the gastric muscle wall of the rat v1. (2021). https://doi.org/10.17504/protocols.io.b2qgqdtw
"	SPARC
270	10.26275/r5gw-clgv	Dataset	Effects of vagal efferent blockade on gastric motility and emptying during cervical vagus nerve stimulation measured with magnetic resonance imaging in rats	doi:10.17504/protocols.io.bawfifbn	IsDocumentedBy	Protocol		"Effects of Vagus Nerve Stimulation/Gastric Electrical Stimulation on Gastric Emptying and Motility Assessed with Magnetic Resonance Imaging v1. (2019). https://doi.org/10.17504/protocols.io.bawfifbn
"	SPARC
271	10.26275/adzn-2fes	Dataset	In vivo mapping of gastric electrical activation with manganese enhanced magnetic resonance imaging	doi:10.17504/protocols.io.wvxfe7n	IsDocumentedBy	Protocol		"Lu, K.-H., Liu, Z., & Cao, J. (2019). Contrast-enhanced magnetic resonance imaging of gastric emptying and motility in rats v1. https://doi.org/10.17504/protocols.io.wvxfe7n
"	SPARC
271	10.26275/adzn-2fes	Dataset	In vivo mapping of gastric electrical activation with manganese enhanced magnetic resonance imaging	doi:10.17504/protocols.io.bawfifbn	IsDocumentedBy	Protocol		"Effects of Vagus Nerve Stimulation/Gastric Electrical Stimulation on Gastric Emptying and Motility Assessed with Magnetic Resonance Imaging v1. (2019). https://doi.org/10.17504/protocols.io.bawfifbn
"	SPARC
272	10.26275/spcl-epsl	Dataset	Effects of vagal afferent blockade on gastric motility during cervical vagus nerve stimulation measured with magnetic resonance imaging in rats	doi:10.17504/protocols.io.bawfifbn	IsDocumentedBy	Protocol		"Effects of Vagus Nerve Stimulation/Gastric Electrical Stimulation on Gastric Emptying and Motility Assessed with Magnetic Resonance Imaging v1. (2019). https://doi.org/10.17504/protocols.io.bawfifbn
"	SPARC
273	10.26275/ebql-cdno	Dataset	Effect of chronic gastric electrical stimulation on the feeding behavior of male rats consuming a 45% high-fat diet	doi:10.17504/protocols.io.b2qgqdtw	IsDocumentedBy	Protocol		"Protocol for chronic implantation of patch electrodes on the gastric muscle wall of the rat v1. (2021). https://doi.org/10.17504/protocols.io.b2qgqdtw
"	SPARC
274	10.26275/umgm-rzar	Dataset	Correlated electrophysiological immunohistochemical and morphological properties of proximal colon myenteric neurons	doi:10.17504/protocols.io.e6nvwkp97vmk/v1	IsDocumentedBy	Protocol		"Intracellular recordings and post hoc immunofluorescence v1. (2021). https://doi.org/10.17504/protocols.io.e6nvwkp97vmk/v1
"	SPARC
259	10.26275/mxnk-4tvt	Dataset	Scaffold map - Influence of direct colon tissue electrical stimulation on colonic motility in anesthetized male Yucatan minipig	doi:10.17504/protocols.io.n2bvj6o35lk5/v2	IsDocumentedBy	Protocol		"Scaffold Mapping Protocol - Version 1.1.0 v2. (2022). https://doi.org/10.17504/protocols.io.n2bvj6o35lk5/v2
"	SPARC
120	10.26275/wcwr-hmch	Dataset	Chronic wireless Urological Monitor of Conscious Activity (UroMOCA) implantation in feline bladder	doi:10.17504/protocols.io.bf2kjqcw	IsDocumentedBy	Protocol		"SPARC Cat acute UroMOCA implantation v1. (2020). https://doi.org/10.17504/protocols.io.bf2kjqcw
"	SPARC
120	10.26275/wcwr-hmch	Dataset	Chronic wireless Urological Monitor of Conscious Activity (UroMOCA) implantation in feline bladder	doi:10.17504/protocols.io.bf2pjqdn	IsDocumentedBy	Protocol		"SPARC Cat acute UroMOCA implantation surgery v1. (2020). https://doi.org/10.17504/protocols.io.bf2pjqdn
"	SPARC
32	10.26275/pbrd-ci3l	Dataset	Identification of peripheral neural circuits that regulate heart rate using optogenetic and viral vector strategies	doi:10.17504/protocols.io.x3sfqne	IsDocumentedBy	Protocol		"Rajendran, P. (2019). iDISCO clearing of mouse heart v1. https://doi.org/10.17504/protocols.io.x3sfqne
"	SPARC
32	10.26275/pbrd-ci3l	Dataset	Identification of peripheral neural circuits that regulate heart rate using optogenetic and viral vector strategies	doi:10.1038/s41467-019-09770-1	Describes	Originating Publication		"Rajendran, P. S., Challis, R. C., Fowlkes, C. C., Hanna, P., Tompkins, J. D., Jordan, M. C., Hiyari, S., Gabris-Weber, B. A., Greenbaum, A., Chan, K. Y., Deverman, B. E., MÃ¼nzberg, H., Ardell, J. L., Salama, G., Gradinaru, V., & Shivkumar, K. (2019). Identification of peripheral neural circuits that regulate heart rate using optogenetic and viral vector strategies. Nature Communications, 10(1). https://doi.org/10.1038/s41467-019-09770-1
"	SPARC
32	10.26275/pbrd-ci3l	Dataset	Identification of peripheral neural circuits that regulate heart rate using optogenetic and viral vector strategies	doi:10.1038/s41596-018-0097-3	Cites	Work		"Challis, R. C., Ravindra Kumar, S., Chan, K. Y., Challis, C., Beadle, K., Jang, M. J., Kim, H. M., Rajendran, P. S., Tompkins, J. D., Shivkumar, K., Deverman, B. E., & Gradinaru, V. (2019). Systemic AAV vectors for widespread and targeted gene delivery in rodents. Nature Protocols, 14(2), 379â414. https://doi.org/10.1038/s41596-018-0097-3
"	Datacite
279	10.26275/hbuu-caud	Dataset	Lower urinary tract nerve responses to high-density epidural spinal cord stimulation in cats	doi:10.17504/protocols.io.xszfnf6	IsDocumentedBy	Protocol		"SPARC RNEL Bladder January 2019 protocol v1. (2019). https://doi.org/10.17504/protocols.io.xszfnf6
"	SPARC
279	10.26275/hbuu-caud	Dataset	Lower urinary tract nerve responses to high-density epidural spinal cord stimulation in cats	doi:10.1088/1741-2552/aca0c2	Cites	Work		"Jantz, M. K., Gopinath, C., Kumar, R., Chin, C., Wong, L., Ogren, J. I., Fisher, L. E., McLaughlin, B. L., & Gaunt, R. A. (2022). High-density spinal cord stimulation selectively activates lower urinary tract nerves. Journal of Neural Engineering, 19(6), 066014. https://doi.org/10.1088/1741-2552/aca0c2
"	OCI
279	10.26275/hbuu-caud	Dataset	Lower urinary tract nerve responses to high-density epidural spinal cord stimulation in cats	doi:https://doi.org/10.26275/hbuu-caud	Cites	Work		Jantz, M., Gopinath, C., Kumar, R., Gaunt, R., &amp; McLaughlin, B. (2022). <i>Lower urinary tract nerve responses to high-density epidural spinal cord stimulation in cats</i> (Version 1) [Data set]. SPARC Portal. https://doi.org/10.26275/HBUU-CAUD	K-Core
282	10.26275/eikd-dg5c	Dataset	RNA sequencing analysis of transcriptomic responses to vagal nerve stimulation in myenteric ganglia of porcine colon	doi:10.17504/protocols.io.eq2lynmeqvx9/v1	IsDocumentedBy	Protocol		"Li, T. (2022). RNA sequencing analysis of transcriptomic responses to vagal nerve stimulation in myenteric ganglia of porcine colon v1. https://doi.org/10.17504/protocols.io.eq2lynmeqvx9/v1
"	SPARC
283	10.26275/qmg0-zbde	Dataset	Calcium imaging tension recordings and pelet transit in mouse colon in response to direct electrical field stimulation 	doi:10.17504/protocols.io.36wgq7yokvk5/v1	IsDocumentedBy	Protocol		"Heredia, D. (2022). Measuring tension, pellet transit, and calcium imaging within cell subtypes in response to direct electrical field stimulation of colon v1. https://doi.org/10.17504/protocols.io.36wgq7yokvk5/v1
"	SPARC
287	10.26275/hmwa-nqdu	Dataset	Organotopic organization of the porcine vagus nerve	doi:10.17504/protocols.io.b4p2qvqe	IsDocumentedBy	Protocol		"Thompson, N., Mastitskaya, S., Ravagli, E., Aristovich, K., & Holder, D. (2022). Nerve Sample Preparation for MicroCT Scanning v1. https://doi.org/10.17504/protocols.io.b4p2qvqe
"	SPARC
287	10.26275/hmwa-nqdu	Dataset	Organotopic organization of the porcine vagus nerve	doi:10.17504/protocols.io.b4qeqvte	IsDocumentedBy	Protocol		"Thompson, N., Mastitskaya, S., Ravagli, E., Aristovich, K., & Holder, D. (2022). MicroCT Scanning of Pig Vagus Nerves v1. https://doi.org/10.17504/protocols.io.b4qeqvte
"	SPARC
287	10.26275/hmwa-nqdu	Dataset	Organotopic organization of the porcine vagus nerve	doi:10.17504/protocols.io.b42zqyf6	IsDocumentedBy	Protocol		"Ravagli, E., Mastitskaya, S., Thompson, N., Aristovich, K., & Holder, D. (2022). Vagus Nerve Selective Stimulation and EIT recording v1. https://doi.org/10.17504/protocols.io.b42zqyf6
"	SPARC
85	10.26275/4iqi-hazf	Dataset	Anatomy and histology of the domestic pig in the context of vagus nerve stimulation	doi:10.17504/protocols.io.9ieh4be	IsDocumentedBy	Protocol		"Settell, M., E Knudsen, B., L McConico, A., & A Ludwig, K. (2019). Protocol for Pig Vagus Nerve Microdissection and Histology v1. https://doi.org/10.17504/protocols.io.9ieh4be
"	SPARC
85	10.26275/4iqi-hazf	Dataset	Anatomy and histology of the domestic pig in the context of vagus nerve stimulation	doi:10.1088/1741-2552/ab7ad4	Describes	Originating Publication		"Settell, M. L., Pelot, N. A., Knudsen, B. E., Dingle, A. M., McConico, A. L., Nicolai, E. N., Trevathan, J. K., Ezzell, J. A., Ross, E. K., Gustafson, K. J., Shoffstall, A. J., Williams, J. C., Zeng, W., Poore, S. O., Populin, L. C., Suminski, A. J., Grill, W. M., & Ludwig, K. A. (2020). Functional vagotopy in the cervical vagus nerve of the domestic pig: implications for the study of vagus nerve stimulation. Journal of Neural Engineering, 17(2), 026022. https://doi.org/10.1088/1741-2552/ab7ad4
"	SPARC
288	10.26275/biqn-mqy4	Dataset	Enteric neuron responses in mouse distal colon to lumbosacral spinal cord stimulation	doi:10.17504/protocols.io.ewov1o817lr2/v1	IsDocumentedBy	Protocol		"Smith-Edwards, K. (2022). Enteric neuron activity in the mouse colon and responses to lumbosacral stimulation v2. https://doi.org/10.17504/protocols.io.ewov1o817lr2/v1
"	SPARC
156	10.26275/5mkx-apz9	Dataset	Human whole-body with embedded organs	doi:10.1101/2021.12.30.474265	Cites	Work		"BÃ¶rner, K., Bueckle, A., Herr, B. W., Cross, L. E., Quardokus, E. M., Record, E. G., Ju, Y., Silverstein, J. C., Browne, K. M., Jain, S., Wasserfall, C. H., Jorgensen, M. L., Spraggins, J. M., Patterson, N. H., & Weber, G. M. (2021). Tissue Registration and Exploration User Interfaces in support of a Human Reference Atlas. https://doi.org/10.1101/2021.12.30.474265
"	OCI
291	10.26275/h4yk-volr	Dataset	Calcium imaging and tension recording in response to stimulation of the vagus nerve (VNS)	doi:10.17504/protocols.io.x54v9y9wzg3e/v1	IsDocumentedBy	Protocol		"Heredia, D. (2022). Measuring tension and calcium imaging within cell subtypes of the colon in response to vagus nerve stimulation v1. https://doi.org/10.17504/protocols.io.x54v9y9wzg3e/v1
"	SPARC
293	10.26275/f4p0-d1ic	Dataset	Mouse genetic models to manipulate enterochromaffin cell activity	doi:10.17504/protocols.io.j8nlkw575l5r/v1	IsDocumentedBy	Protocol		"D Rossen, N. (2022). Preparation and Immunohistochemistry of Mouse Small Intestine and Colon v1. https://doi.org/10.17504/protocols.io.j8nlkw575l5r/v1
"	SPARC
294	10.26275/x1ht-tsiz	Dataset	Innervation of enteroendocrine cells in the gastric mucosa in human and pig - including a description of the innervation of mucosal vasculature	doi:10.17504/protocols.io.8u7hwzn	IsDocumentedBy	Protocol		"Di Natale, M., Fakhry, J., Stebbing, M., Hunne, B., & B. Furness, J. (2019). Identification of different EEC types and nerve fiber types in human gastric mucosa v1. https://doi.org/10.17504/protocols.io.8u7hwzn
"	SPARC
294	10.26275/x1ht-tsiz	Dataset	Innervation of enteroendocrine cells in the gastric mucosa in human and pig - including a description of the innervation of mucosal vasculature	doi:10.1007/s00441-020-03294-7	Describes	Originating Publication		"Furness, J. B., Di Natale, M., Hunne, B., Oparija-Rogenmozere, L., Ward, S. M., Sasse, K. C., Powley, T. L., Stebbing, M. J., Jaffey, D., & Fothergill, L. J. (2020). The identification of neuronal control pathways supplying effector tissues in the stomach. Cell and Tissue Research, 382(3), 433â445. https://doi.org/10.1007/s00441-020-03294-7
"	SPARC
295	10.26275/tpu4-kvzo	Dataset	Spatial distribution and morphometric characterization of mucosal afferents of the pylorus of the rat stomach	doi:10.17504/protocols.io.bp2l6nx5rgqe/v1	IsDocumentedBy	Protocol		"Powley, T. (2020). High resolution labeling of mucosal vagal afferent fibers using Dextran-Biotin with counterstaining v1. https://doi.org/10.17504/protocols.io.bp2l6nx5rgqe/v1
"	SPARC
296	10.26275/lck3-f9v0	Dataset	Mapping of the vagal afferent innervation of the mouse lung	doi:10.17504/protocols.io.3byl4b6kjvo5/v1	IsDocumentedBy	Protocol		"Kim, S.-H. (2022). Dissection and immunohistochemistry of mouse lung v1. https://doi.org/10.17504/protocols.io.3byl4b6kjvo5/v1
"	SPARC
296	10.26275/lck3-f9v0	Dataset	Mapping of the vagal afferent innervation of the mouse lung	doi:10.17504/protocols.io.81wgb6w61lpk/v1	IsDocumentedBy	Protocol		"Kim, S.-H. (2022). Intraganglionic injection of AAV into nodose ganglia in mice v1. https://doi.org/10.17504/protocols.io.81wgb6w61lpk/v1
"	SPARC
297	10.26275/d3jb-pkzx	Dataset	Sympathetic and parasympathetic effects on action potentials in isolated pig ventricular myocytes	doi:10.17504/protocols.io.ba8iihue	IsDocumentedBy	Protocol		"Isolation of Adult Pig Ventricular Myocytes v1. (2020). https://doi.org/10.17504/protocols.io.ba8iihue
"	SPARC
297	10.26275/d3jb-pkzx	Dataset	Sympathetic and parasympathetic effects on action potentials in isolated pig ventricular myocytes	doi:10.17504/protocols.io.ba8qihvw	IsDocumentedBy	Protocol		"Cardiac Action Potential Protocol v1. (2020). https://doi.org/10.17504/protocols.io.ba8qihvw
"	SPARC
301	10.26275/dfk5-6w3z	Dataset	Selective stimulation of the ferret abdominal vagus nerve with multi‐contact nerve cuff electrodes	doi:10.17504/protocols.io.6a7hahn	IsDocumentedBy	Protocol		"C Horn, C., M. Miller, D., Fulton, S., J. Yates, B., E. Fisher, L., & C. Nanivadekar, A. (2019). SPARC - Acute surgery and experimentation of the gastrointestinal tract and vagus nerve in the ferret v1. https://doi.org/10.17504/protocols.io.6a7hahn
"	SPARC
301	10.26275/dfk5-6w3z	Dataset	Selective stimulation of the ferret abdominal vagus nerve with multi‐contact nerve cuff electrodes	doi:10.17504/protocols.io.6a8hahw	IsDocumentedBy	Protocol		"C Horn, C., M. Miller, D., Fulton, S., J. Yates, B., E. Fisher, L., & C. Nanivadekar, A. (2019). SPARC - Gastrointestinal myoelectric recordings from the behaving ferret v1. https://doi.org/10.17504/protocols.io.6a8hahw
"	SPARC
301	10.26275/dfk5-6w3z	Dataset	Selective stimulation of the ferret abdominal vagus nerve with multi‐contact nerve cuff electrodes	doi:10.17504/protocols.io.6crhav6	IsDocumentedBy	Protocol		"C Horn, C., M. Miller, D., Fulton, S., J. Yates, B., E. Fisher, L., & C. Nanivadekar, A. (2019). SPARC - Chronic implantation of gastrointestinal and vagus nerve electrodes in the ferret v1. https://doi.org/10.17504/protocols.io.6crhav6
"	SPARC
301	10.26275/dfk5-6w3z	Dataset	Selective stimulation of the ferret abdominal vagus nerve with multi‐contact nerve cuff electrodes	doi:10.1038/s41598-021-91900-1	Describes	Originating Publication		"Shulgach, J. A., Beam, D. W., Nanivadekar, A. C., Miller, D. M., Fulton, S., Sciullo, M., Ogren, J., Wong, L., McLaughlin, B. L., Yates, B. J., Horn, C. C., & Fisher, L. E. (2021). Selective stimulation of the ferret abdominal vagus nerve with multi-contact nerve cuff electrodes. Scientific Reports, 11(1). https://doi.org/10.1038/s41598-021-91900-1
"	SPARC
302	10.26275/kgkj-6vb9	Dataset	Calcium imaging of mouse dorsal root ganglion (DRG) neurons in response to chemical stimuli of distal colon and rectum (colorectum)	doi:10.17504/protocols.io.ewov1n2mogr2/v1	IsDocumentedBy	Protocol		"Feng, B. (2022). Chemical colorectal stimuli for GCaMP6f characterization v1. https://doi.org/10.17504/protocols.io.ewov1n2mogr2/v1
"	SPARC
303	10.26275/ggj4-agvt	Dataset	Myenteric neuron activity during spontaneous motor complexes in mouse colon	doi:10.17504/protocols.io.6qpvr4oz3gmk/v2	IsDocumentedBy	Protocol		"Smith-Edwards, K. (2023). Enteric neuron activity during spontaneous motor complexes in mouse colon v2. https://doi.org/10.17504/protocols.io.6qpvr4oz3gmk/v2
"	SPARC
303	10.26275/ggj4-agvt	Dataset	Myenteric neuron activity during spontaneous motor complexes in mouse colon	doi:10.1111/nmo.14678	Cites	Work		"Barth, B. B., Redington, E. R., Gautam, N., Pelot, N. A., & Grill, W. M. (2023). Calcium image analysis in the moving gut. Neurogastroenterology &amp; Motility, 35(12). Portico. https://doi.org/10.1111/nmo.14678
"	OCI
304	10.26275/z1wa-spub	Dataset	Regional analysis of autonomic nerves in normal and diseased human hearts	doi:10.17504/protocols.io.eq2lypoymlx9/v1	IsDocumentedBy	Protocol		"Hoover, D. (2021). Protocol for ABC Immunohistochemistry and Quantifying Nerves v1. https://doi.org/10.17504/protocols.io.eq2lypoymlx9/v1
"	SPARC
114	10.26275/6f3g-wvzh	Dataset	Acute Wired Colonic Monitor of Conscious Activity (ColoMOCA) implantation in pig bowel	doi:10.17504/protocols.io.bfxbjpin	IsDocumentedBy	Protocol		"SPARC Pig1 acute wired ColoMOCA implantation v1. (2020). https://doi.org/10.17504/protocols.io.bfxbjpin
"	SPARC
114	10.26275/6f3g-wvzh	Dataset	Acute Wired Colonic Monitor of Conscious Activity (ColoMOCA) implantation in pig bowel	doi:10.17504/protocols.io.bfxgjpjw	IsDocumentedBy	Protocol		"SPARC Pig2 acute wired ColoMOCA implantation v1. (2020). https://doi.org/10.17504/protocols.io.bfxgjpjw
"	SPARC
132	10.26275/srm7-no3j	Dataset	Acute wired Urological Monitor of Conscious Activity (UroMOCA) implantation in feline bladder	doi:10.17504/protocols.io.bf2kjqcw	IsDocumentedBy	Protocol		"SPARC Cat acute UroMOCA implantation v1. (2020). https://doi.org/10.17504/protocols.io.bf2kjqcw
"	SPARC
132	10.26275/srm7-no3j	Dataset	Acute wired Urological Monitor of Conscious Activity (UroMOCA) implantation in feline bladder	doi:10.17504/protocols.io.bf2pjqdn	IsDocumentedBy	Protocol		"SPARC Cat acute UroMOCA implantation surgery v1. (2020). https://doi.org/10.17504/protocols.io.bf2pjqdn
"	SPARC
26	10.26275/nomg-p2vk	Dataset	Cardioneural recordings using floating multi-channel plunge micro-electrodes in pigs	doi:10.17504/protocols.io.2i4gcgw	IsDocumentedBy	Protocol		"Ardell, J. (2019). Pig-Neural recording and analysis-workflow v1. https://doi.org/10.17504/protocols.io.2i4gcgw
"	SPARC
26	10.26275/nomg-p2vk	Dataset	Cardioneural recordings using floating multi-channel plunge micro-electrodes in pigs	doi:10.17504/protocols.io.2ncgdaw	IsDocumentedBy	Protocol		"Vaseghi, M., & Ardell, J. (2019). Pig Nodose Ganglion protocol v1. https://doi.org/10.17504/protocols.io.2ncgdaw
"	SPARC
148	10.26275/kj2u-2ukf	Dataset	Chemogenetic activation or inhibition of cholinergic or nitrergic myenteric neurons of mouse colon	doi:10.17504/protocols.io.btuznnx6	IsDocumentedBy	Protocol		"Contractile response to chemogenetic activation or inhibition of cholinergic or nitrergic myenteric neurons of the mouse colon v1. (2021). https://doi.org/10.17504/protocols.io.btuznnx6
"	SPARC
312	10.26275/lk0e-kgrs	Dataset	Population of mock morphological models of vagus nerve stimulation with cuff electrodes for the purpose of studying the effect of fascicle diameter on activation threshold	doi:10.26275/kqg4-wbtp	Cites	Work		Musselman, E. D., Davis, C., Grill, W. M., &amp; Pelot, N. A. (2023). <i>Histology-based computational models of implanted human cervical vagus nerve stimulation with the LivaNova helical cuff electrode</i> (Version 1) [Data set]. SPARC Portal. https://doi.org/10.26275/KQG4-WBTP	Datacite
314	10.26275/wh9h-tbew	Dataset	Topographical mapping of sympathetic postganglionic innervation of the mouse heart	doi:10.17504/protocols.io.bygmptu6	IsDocumentedBy	Protocol		"Mapping CGRP-IR innervation of male mice stomach with Neurolucida 360 v1. (2021). https://doi.org/10.17504/protocols.io.bygmptu6
"	SPARC
314	10.26275/wh9h-tbew	Dataset	Topographical mapping of sympathetic postganglionic innervation of the mouse heart	doi:10.17504/protocols.io.n92ldzbmxv5b/v2	IsDocumentedBy	Protocol		"Topographical mapping of sympathetic postganglionic innervation of mouse heart v2. (2023). https://doi.org/10.17504/protocols.io.n92ldzbmxv5b/v2
"	SPARC
315	10.26275/zsop-bygv	Dataset	Visceromotor responses (VMR) to colorectal distension in mice with silenced or activated enterochromaffin cells	doi:10.17504/protocols.io.n92ldp347l5b/v1	IsDocumentedBy	Protocol		"Bayrer, J. (2022). Measuring the Visceromotor Response in Rodents v1. https://doi.org/10.17504/protocols.io.n92ldp347l5b/v1
"	SPARC
316	10.26275/do5j-mz5q	Dataset	Decoding vagus nerve activity with carbon nanotube sensors in freely moving rodents	doi:10.17504/protocols.io.4r3l273x3g1y/v1	IsDocumentedBy	Protocol		"Mccallum, G. (2023). Chronic Vagus-Nerve Activity with Carbon Nanotube Sensors in Freely Moving Rodents v1. https://doi.org/10.17504/protocols.io.4r3l273x3g1y/v1
"	SPARC
317	10.26275/f5se-ynpk	Dataset	Histology of pig cervical vagus nerve	doi:10.17504/protocols.io.9ieh4be	IsDocumentedBy	Protocol		"Settell, M., E Knudsen, B., L McConico, A., & A Ludwig, K. (2019). Protocol for Pig Vagus Nerve Microdissection and Histology v1. https://doi.org/10.17504/protocols.io.9ieh4be
"	SPARC
317	10.26275/f5se-ynpk	Dataset	Histology of pig cervical vagus nerve	doi:10.1088/1741-2552/acda64	Cites	Work		"Musselman, E. D., Pelot, N. A., & Grill, W. M. (2023). Validated computational models predict vagus nerve stimulation thresholds in preclinical animals and humans. Journal of Neural Engineering, 20(3), 036032. https://doi.org/10.1088/1741-2552/acda64
"	OCI
321	10.26275/59t4-jlnz	Dataset	Human cervical vagus nerve fascicle imaging with MicroCT	doi:10.17504/protocols.io.bp2l61715vqe/v2	IsDocumentedBy	Protocol		"R. Upadhye, A. (2022). Staining the Human Vagus Nerve with Osmium Tetroxide and Micro CT imaging v2. https://doi.org/10.17504/protocols.io.bp2l61715vqe/v2
"	SPARC
22	10.26275/fi87-3n6o	Dataset	Distribution and coexpression patterns of specific cell markers of enteroendocrine cells in pig gastric epithelium	doi:10.17504/protocols.io.4vngw5e	IsDocumentedBy	Protocol		"J. Fothergill, L., Stebbing, M., Hunne, B., Galiazzo, G., Fahkry, J., Weissenborn, F., Fazio Coles, T., & B. Furness, J. (2019). Immunohistochemistry and high resolution microscopy of pig gastric enteroendocrine cells v1. https://doi.org/10.17504/protocols.io.4vngw5e
"	SPARC
139	10.26275/6b53-usyr	Dataset	RNA sequencing reveals novel transcripts from sympathetic stellate ganglia during cardiac sympathetic hyperactivity in rats	doi:10.1038/s41598-018-26651-7	Describes	Originating Publication		"Bardsley, E. N., Davis, H., Ajijola, O. A., Buckler, K. J., Ardell, J. L., Shivkumar, K., & Paterson, D. J. (2018). RNA Sequencing Reveals Novel Transcripts from Sympathetic Stellate Ganglia During Cardiac Sympathetic Hyperactivity. Scientific Reports, 8(1). https://doi.org/10.1038/s41598-018-26651-7
"	SPARC
142	10.26275/d41u-sokg	Dataset	Triaxial mechanical testing of dog colon segments	doi:10.17504/protocols.io.bp7qmrmw	IsDocumentedBy	Protocol		"Patel, B. (2020). Triaxial mechanical testing of dog colon samples v1. https://doi.org/10.17504/protocols.io.bp7qmrmw
"	SPARC
34	10.26275/6lqa-ghyr	Dataset	Influence of direct colon tissue electrical stimulation on colonic motility in anesthetized male Yucatan minipig	doi:10.17504/protocols.io.3rmgm46	IsDocumentedBy	Protocol		"Larauche, M. (2019). Tache_Mulugeta_OT2OD024899_Colon tissue electrical stimulation and colonic motility measurements v1. https://doi.org/10.17504/protocols.io.3rmgm46
"	SPARC
34	10.26275/6lqa-ghyr	Dataset	Influence of direct colon tissue electrical stimulation on colonic motility in anesthetized male Yucatan minipig	doi:10.1038/s41598-022-17549-6	Cites	Work		"Wang, Y., Wang, P.-M., Larauche, M., Mulugeta, M., & Liu, W. (2022). Bio-impedance method to monitor colon motility response to direct distal colon stimulation in anesthetized pigs. Scientific Reports, 12(1). https://doi.org/10.1038/s41598-022-17549-6
"	OCI
34	10.26275/6lqa-ghyr	Dataset	Influence of direct colon tissue electrical stimulation on colonic motility in anesthetized male Yucatan minipig	doi:10.1111/nmo.13925	Describes	Originating Publication		"Larauche, M., Wang, Y., Wang, P., Dubrovsky, G., Lo, Y., Hsiang, E., Dunn, J. C. Y., TachÃ©, Y., Liu, W., & Million, M. (2020). The effect of colonic tissue electrical stimulation and celiac branch of the abdominal vagus nerve neuromodulation on colonic motility in anesthetized pigs. Neurogastroenterology &amp; Motility, 32(11). Portico. https://doi.org/10.1111/nmo.13925
"	K-Core
34	10.26275/6lqa-ghyr	Dataset	Influence of direct colon tissue electrical stimulation on colonic motility in anesthetized male Yucatan minipig	doi:https://doi.org/10.26275/up27-ibcr	Cites	Work		Larauche, M., Wang, Y., Wang, P.-M., Dubrovsky, G., Lo, Y.-K., Hsiang, I., Dunn, J., Liu, W., Tache, Y., &amp; Mulugeta, M. (2022). <i>Influence of direct colon tissue electrical stimulation on colonic motility in anesthetized male Yucatan minipig</i> (Version 5) [Data set]. SPARC Portal. https://doi.org/10.26275/UP27-IBCR	K-Core
149	10.26275/abac-rzbv	Dataset	Influence of acute thoracolumbar root nerves electrical stimulation on colonic motility in anesthetized male Yucatan minipigs	doi:10.17504/protocols.io.3rmgm46	IsDocumentedBy	Protocol		"Larauche, M. (2019). Tache_Mulugeta_OT2OD024899_Colon tissue electrical stimulation and colonic motility measurements v1. https://doi.org/10.17504/protocols.io.3rmgm46
"	SPARC
149	10.26275/abac-rzbv	Dataset	Influence of acute thoracolumbar root nerves electrical stimulation on colonic motility in anesthetized male Yucatan minipigs	doi:10.1111/nmo.13925	Describes	Originating Publication		"Larauche, M., Wang, Y., Wang, P., Dubrovsky, G., Lo, Y., Hsiang, E., Dunn, J. C. Y., TachÃ©, Y., Liu, W., & Million, M. (2020). The effect of colonic tissue electrical stimulation and celiac branch of the abdominal vagus nerve neuromodulation on colonic motility in anesthetized pigs. Neurogastroenterology &amp; Motility, 32(11). Portico. https://doi.org/10.1111/nmo.13925
"	SPARC
150	10.26275/n3uf-5doz	Dataset	Influence of acute celiac branch of abdominal vagus nerve stimulation on colonic motility in anesthetized male Yucatan minipigs	doi:10.17504/protocols.io.3rmgm46	IsDocumentedBy	Protocol		"Larauche, M. (2019). Tache_Mulugeta_OT2OD024899_Colon tissue electrical stimulation and colonic motility measurements v1. https://doi.org/10.17504/protocols.io.3rmgm46
"	SPARC
150	10.26275/n3uf-5doz	Dataset	Influence of acute celiac branch of abdominal vagus nerve stimulation on colonic motility in anesthetized male Yucatan minipigs	doi:10.1111/nmo.13925	Describes	Originating Publication		"Larauche, M., Wang, Y., Wang, P., Dubrovsky, G., Lo, Y., Hsiang, E., Dunn, J. C. Y., TachÃ©, Y., Liu, W., & Million, M. (2020). The effect of colonic tissue electrical stimulation and celiac branch of the abdominal vagus nerve neuromodulation on colonic motility in anesthetized pigs. Neurogastroenterology &amp; Motility, 32(11). Portico. https://doi.org/10.1111/nmo.13925
"	SPARC
328	10.26275/qjpu-t0sy	Dataset	Scaffold map - Quantitative analysis of enteric neurons containing choline acetyltransferase and nitric oxide synthase immunoreactivities in the submucosal and myenteric plexuses of the porcine colon	doi:10.17504/protocols.io.n2bvj6o35lk5/v3	IsDocumentedBy	Protocol		"Scaffold Mapping Protocol - Version 1.1.1 v3. (2022). https://doi.org/10.17504/protocols.io.n2bvj6o35lk5/v3
"	SPARC
